,favorite_count,full_text,hashtags,retweet_count,year,party_id
74340,6,"b'#OTD 100 years ago, the House of Representatives passed the #19thAmendment, which guaranteed women the right to vote. Proud to honor all the suffragists who worked tirelessly to achieve this milestone! https://t.co/D0f23eG5UB'",OTD 19thAmendment,2,2019.0,R
303350,37,b'Best of luck to all of the athletes with Tennessee ties competing in #Rio2016. #Olympics #TeamUSA #OpeningCeremony https://t.co/IJJK5eo9DA',Rio2016 Olympics TeamUSA OpeningCeremony,17,2016.0,R
467834,4,"b""New year, new Congress, same focus. I'm ready to roll up my sleeves and fight for the values and priorities of the American people. Follow me on Instagram @GKButterfield as my team and I share a behind the scenes look into Washington and #NC01: https://t.co/hGmJBB4sNY https://t.co/ScbDsMUIV9""",NC01,2,2019.0,D
285000,0,"b'House GOP continued its assault on working families today by passing a no overtime pay bill. Thankfully, its DOA in the #Senate.'",Senate,0,2013.0,D
575758,4,"b'Happy 100 years, @NatlParkService! Visit any national park for free between Aug. 25-28! #NPS100  https://t.co/DNaPMEK2FP'",NPS100,0,2016.0,R
11200,21,b'#PlannedParenthood has made a business out of destroying that which God has created. Watch my remarks: https://t.co/in36574GLW #DefundPP',PlannedParenthood DefundPP,21,2015.0,R
23185,407,"b'Political change starts with building political power, and everyone can build their power by participating in the #Census2020 Every single person living in the US has the right to get counted. Every immigrant, child, and student -- everyone. https://t.co/qIlwCGZ7lN'",Census2020,91,2020.0,D
476178,1,"b'(2/4) We need to support our warfighters and their families, important Pentagon reform, and vital resources for DoD. #FY21NDAA'",FY21NDAA,1,2020.0,R
281113,7,b'Failed #ACA CO-OPs lost $2 for every $1 from HHS --&gt; https://t.co/cp4p30EYKl',ACA,9,2016.0,R
102386,71,"b'#GOPTaxScam endgame: when tax revenues dry up Rs will force HUGE CUTS to #Medicare, #SocialSecurity, #Medicaid, #PublicSchools, our national labs &amp; our military.'",GOPTaxScam Medicare SocialSecurity Medicaid PublicSchools,54,2017.0,D
488427,5,b'Great visit to Athens last week attending the ReNew Athens Revitalization Project ceremony to help restore vital housing opportunities #GA10 https://t.co/qDaThm1tzA',GA10,2,2017.0,R
96658,23,b'@EPA Never has an @EPA nominee so consistently under-estimated the risks of chemical exposures to the most vulnerable among us\xe2\x80\x94not until Michael Dourson. #ScienceForSale',ScienceForSale,27,2017.0,D
362424,35,b'2018 marks the 75th year of the #NebraskaBreakfast - the longest running delegation meeting of its kind in the U.S. Congress. Take a look at what this great tradition is all about \xe2\x98\x95\xef\xb8\x8f: https://t.co/rM7Fmjss2S',NebraskaBreakfast,7,2018.0,R
68529,72,"b'Today in Vancouver, I joined @ColumbiaNature to celebrate the completion of the Mount St. Helens Conservation Area. I want to thank the Columbia Land Trust, the Department of Natural Resources, and everyone who supports the Land and Water Conservation Fund. #SaveLWCF https://t.co/mn0ehGVo9f'",SaveLWCF,24,2018.0,D
197889,1,b'We cannot allow Syrian and Iraqi #refugees who have not been fully and rigorously vetted to enter the United States. https://t.co/z3bKz2N5lb',refugees,2,2015.0,R
578999,1,"b'Let us be the co. that says 2 residents,""we support you in building measurably better lives"" &amp; then match our words w actions. #slco #utpol'",slco utpol,1,2015.0,D
586286,2,"b'The #IRS made improvements to its \xe2\x80\x98Get My Payment\xe2\x80\x99 tool.\n\nNow, more taxpayers can enter their info &amp; track the status of their payment.\n\nCheck it out here \xe2\xac\x87  https://t.co/O0MQDTG0N4'",IRS,3,2020.0,D
529154,12,"b""#Equalpay isn\xe2\x80\x99t a women\xe2\x80\x99s issue. It's an American issue. Equal Pay impacts our families, our workforce, and our economy. We must close the #paygap now. https://t.co/oSHgnNwVnx #EqualPayAct""",Equalpay paygap EqualPayAct,7,2018.0,D
230930,607,"b""Even from a hospital bed, Justice Ruth Bader Ginsburg continues the fight for women's reproductive rights and freedom. \n\nThank you, RBG.\n#HandsOffMyBC https://t.co/6grtyazfFY""",HandsOffMyBC,145,2020.0,D
469487,10,b'1st stop #WorldSeries. Next stop DC Statehood! #GoNats https://t.co/xOhCwjXYeB',WorldSeries GoNats,8,2016.0,D
61253,3,b'Dr. David Shafie of #Irvine and @ChapmanU was awarded a #Fulbright Scholarship to study in Azerbaijan! Congratulations! @FulbrightPrgrm',Irvine Fulbright,3,2016.0,R
236784,23,"b'I\xe2\x80\x99m grateful to be a member of the Servicewomen &amp; Women Veterans Congressional Caucus, supporting &amp; advocating for our women in uniform. \n\nIt\xe2\x80\x99s an honor to work with women veterans in Congress like @RepHoulahan, @RepSherrill, &amp; @RepElaineLuria. #VeteransDay #WomenWarriors #SWWV https://t.co/7D63dezkEy'",VeteransDay WomenWarriors SWWV,6,2019.0,D
507391,233,"b'Proud to be a founding member of the Black Maternal Health Caucus led by @RepAdams &amp; @RepUnderwood.\n\nAs #BlackMaternalHealthWeek comes to an end, I promise to continue to bring attention to the maternal health crises in our communities, especially our Black communities. https://t.co/0NtUf9KzrC'",BlackMaternalHealthWeek,57,2019.0,D
155373,19109,b'Grateful to be @ConstitutionCtr with my dear friend @JoeBiden for the #LibertyMedal Award Cermony in #Philadelphia https://t.co/kNqjpycouk',LibertyMedal Philadelphia,3288,2017.0,R
461746,7,b'May 19th #NY12 #Coronavirus Update\n\nIncluding:\n- My continued work on the Student Loan Forgiveness for Frontline Health Workers Act &amp; Pandemic Heroes Compensation Act\n- NYC #MemorialDay beach restrictions \n- Increased testing capacity in NYC &amp; across NYS\nhttps://t.co/NABEh1kjBZ',NY12 Coronavirus MemorialDay,5,2020.0,D
463732,1,"b""Don't forget Centerton, #CoffeewiththeCongressman is happening Monday! #AR3\nhttps://t.co/R4eyAC5NH5 https://t.co/8g3MjPnRgq""",CoffeewiththeCongressman AR3,3,2016.0,R
425873,42,"b""The Trump Administration's failed family separation policy is cruel, immoral, and un-American. It is horrific to know that our government caused this pain and reuniting families is the least we can do. #KeepFamiliesTogether https://t.co/qYEMqnPCtd""",KeepFamiliesTogether,8,2019.0,D
75653,17,"b'. @elonmusk is stepping up to help. Thank you, sir. And to all who are changing product lines and such to meet demand - we all are thankful. #inittogether https://t.co/mVFKN41LWh'",inittogether,3,2020.0,R
96487,27,"b'#RuleofLaw The President must ""take care that the laws be faithfully executed.\xe2\x80\x9d #Failing #tcot http://t.co/bgXXNzjh7r'",RuleofLaw Failing tcot,118,2014.0,R
126499,82,b'.@NicolasMaduro is now sending colectivos to attack the vehicles of opposition leaders and impede @jguaido\xe2\x80\x99s entrance to the parliament. \n\nHe is desperate and openly using violence to thwart the duly elected leadership of #Venezuela. No shame. https://t.co/iu7xVhmZip',Venezuela,41,2020.0,R
191738,10,b'The Coke bottle was patented in 1915. Today the shape is universally recognized. Cheers to 100 years! #CokeBottle100',CokeBottle100,6,2015.0,R
91017,20,"b""Today is National #SeniorCitizensDay \xe2\x80\x94 make sure to reach out to the seniors in your life and remind them how much you care.\n \nNew Hampshire's seniors built our communities and continue to be vital to their success.""",SeniorCitizensDay,7,2019.0,D
438204,576,"b'Later tonight, @realDonaldTrump will announce his nomination for the upcoming vacancy on the Supreme Court. My take on #WhatsAtStake LIVE: https://t.co/pQs79SmfB1'",WhatsAtStake,246,2018.0,D
472759,641,"b'My guest to the State of the Union this year is Alexandria Goddard, a courageous student advocate for gun violence prevention who helped organize Portland\xe2\x80\x99s March for Our Lives. https://t.co/XzXFY3sbkm #SOTU'",SOTU,108,2019.0,D
92622,6,"b'The @SBAgov is again accepting Paycheck Protection Program applications. These loans help small businesses maintain payroll during the #COVID19 pandemic. To learn more about the PPP, click here: https://t.co/57RFmxn6F1'",COVID19,3,2020.0,D
341782,6,b'Our #taxreform efforts continue to gain steam. Find out more in my weekly update: https://t.co/svq3DqC7Q8',taxreform,3,2017.0,R
566399,0,"b""RT @RepMarciaFudge: .@SpeakerRyan, it's time to show some leadership &amp; #RestoreTheVOTE. It's the right thing to do! \xe2\x86\x92 https://t.co/Vh3NZzve\xe2\x80\xa6""",RestoreTheVOTE,111,2016.0,D
353054,25,"b'Today, the Supreme Court is hearing #JanusvAFSCME , a case that could dismantle public sector unions as we know them. Unions are critical to maintaining living wages, a safe workplace, &amp; earned benefits for our public sector employees. #StandWithUnions\nhttps://t.co/qiDbfBRg1R'",JanusvAFSCME StandWithUnions,16,2018.0,D
107192,2,"b'6yrs ago, 16 out of every 100 Americans were not covered. Today, for the first time in history that number is down to 9 #20MillionStrong 3/6'",20MillionStrong,0,2016.0,D
425209,27,b'Big news: \xe2\x80\x9cThe U.S. has taken #Russia\xe2\x80\x99s crown as the biggest #oil &amp; natural-gas producer\xe2\x80\x9d http://t.co/QdQEGu4tT5 #LNG',Russia oil LNG,29,2015.0,R
359785,13,"b'In the @ChilliGaz, I detail how families get tax help, job opportunities, &amp; higher wages from the tax bill: https://t.co/2Aet6hUkLf #TaxReform #Jobs'",TaxReform Jobs,9,2018.0,R
150483,33,"b""During #WomensHistoryMonth, we honor all the women -- notable and unsung -- who have shaped America for the better. I'm privileged to work alongside a record number of women in Congress, and live among many more changing our world in countless ways. Your efforts mean so much. https://t.co/rGEKAYd5AS""",WomensHistoryMonth,4,2019.0,D
511087,76,"b""Overcoming addiction is a huge challenge, but if we don\xe2\x80\x99t address this problem it won't get any better. That\xe2\x80\x99s why we passed not one, but two major bills this week to address the drug epidemic and help folks get back on their feet. #mtpol\nREAD MORE: https://t.co/Opjhe2eKQS https://t.co/WEACWh01Hw""",mtpol,18,2018.0,D
295481,20,"b'Today is #BlackWomensEqualPay Day, the day when the average earnings of a black woman catches up to that of a white male during 2017. \nYes, the eighth month of 2018.\nWe must work to fix this gross injustice and support working women of color.'",BlackWomensEqualPay,11,2018.0,D
47502,17,"b'Freedom of speech is one thing, discrimination, hate and bigotry is another https://t.co/4iyLY8nGL6  via @indystar #westandwithhaneen #iupui'",westandwithhaneen iupui,22,2016.0,D
36625,2,"b""\xe2\x80\x9cSection 6103 was enacted to protect taxpayers from #IRS, not #IRS from taxpayers\xe2\x80\x9d https://t.co/6GyPS8tKda Why I intro'd #HR1026, now law.""",IRS IRS HR1026,3,2016.0,R
303098,1,"b'Thank you Ben, for sharing your insightful views of #veterans issues with #WA01 yesterday. Your continued service to community is remarkable'",veterans WA01,0,2015.0,D
190890,7,"b""Now is a time where believers of all faiths rooted in prayer can join together to pray for a better, safer, healthier world. This #NationalDayofPrayer, let's take time to ground &amp; pray for our first responders, our essential workers, our communities, &amp; our world.""",NationalDayofPrayer,3,2020.0,D
68873,12,"b'During our time in Topeka, we discussed legislation that I introduced with @SenatorTester to reduce veteran suicide, the implementation of the VA #MISSIONAct, and the ongoing work to provide veterans and their families with care related to toxic exposure. https://t.co/71KCwcEqw1'",MISSIONAct,2,2019.0,R
167634,9,b'Started off the morning with a great meeting in Mecklenburg with local bankers to discuss community banking issues and the reforms I can help with. #VA05 https://t.co/Zn7V6usgAQ',VA05,2,2019.0,R
148885,10,"b'Every day, but especially today, we must renew our commitment to medical innovation and development. #RareDiseaseDay'",RareDiseaseDay,0,2017.0,R
223335,11,"b""Congratulations to all of the HBCUs chosen to perform today at the #HBOB Showcase in Atlanta @The_Honda.\nYou've worked hard for this great opportunity.\nI am especially proud of the home team, @NCATSUAggies Blue &amp; Gold Marching Machine. Show them how it's done in NC! #AggiePride https://t.co/aO14Esg2P1""",HBOB AggiePride,5,2020.0,R
485985,69,"b'Passed #taxrelief that lowers rates across-the-board for hard-working Americans &amp; provides relief for small businesses, farmers and ranchers. Coupled with reg. relief, this plan will unleash economic growth to increase wages, income &amp; gov. revenues. https://t.co/PYbBtEimcP'",taxrelief,14,2017.0,R
270087,5,"b'NEWS RELEASE: VIDEO: Unimaginable, Heart-Wrenching Damage from Southwest #kswildfires https://t.co/gdv8RDf2nc'",kswildfires,2,2017.0,R
399408,52,"b'WATCH LIVE: I\xe2\x80\x99m on the Senate Floor to discuss my #ForThePeople legislation, which will fix our broken system and return our democracy to the people: https://t.co/nWqGvBSXKJ'",ForThePeople,13,2019.0,D
73627,3,b'TUNE IN: Senator Corker will discuss the crisis in #Ukraine this morning on @FoxNewsSunday. Local listings: http://t.co/6veBcx8W4S.',Ukraine,7,2014.0,R
200467,9,"b'Interested in becoming an outdoor recreation entrepreneur in #WV? Tune in tonight at 6 p.m. to learn about starting, or growing, a business in the river &amp; outdoor recreation sectors. Register here: https://t.co/HZ163vyOQ1'",WV,3,2020.0,D
568842,0,b'Great win tonight by our @Pacers! Now we get to #BeattheHeat in #Indy. On to Game 3.',BeattheHeat Indy,3,2012.0,D
526180,1,"b""This year, I've introduced 7 bills to help/improve #NewHampshire. EX: repeal 40% #excisetax on workers health plans under #Obamacare. #HR879""",NewHampshire excisetax Obamacare HR879,1,2015.0,R
293163,1,b'The #ObamaCare effects on the middle class are real. http://t.co/2jIRx93Nfu',ObamaCare,1,2014.0,R
211012,0,"b""RT @RepCurbelo: Was proud to support House passage of @RosLehtinen's #bipartisan #NicaAct last October &amp; am grateful to see @SenRubioPress\xe2\x80\xa6""",bipartisan NicaAct,69,2018.0,R
211671,25,"b'Wishing a Happy #FathersDay to my husband, Gerry. I couldn\xe2\x80\x99t do it without you! I hope everyone enjoys a great day with loved ones. https://t.co/8QiIKK0iXT'",FathersDay,1,2019.0,D
570511,1,"b""Can't wait for tomorrow's 41st annual #MarchForLife in DC! To all Pennsylvanians planning to be there, please travel safe! #ProLife #PA03""",MarchForLife ProLife PA03,8,2014.0,R
139586,44,"b""Hey #GM, when the American people invest in you, you owe it to the American people to invest in them - not Mexico and China.  Also, this is what happens when the Administration's trade + tax policies backfire. It's not working for the American worker.\nhttps://t.co/KwB1RQxkQp""",GM,21,2018.0,D
407321,117,"b""LIVE: I'm about to speak on the #SenateFloor about the rights of unborn children &amp; the two commonsense bills the Senate is working on this week to help to defend those rights. https://t.co/UlVS4mpmUm""",SenateFloor,35,2020.0,R
436398,31,b'300 companies and counting... #taxcuts https://t.co/ppimfaRCVq',taxcuts,9,2018.0,R
338521,23,"b'\xf0\x9f\x9a\xa8Tune in to our #Coronavirus Virtual Town Hall next Tues., April 28th at 5pm CT Houston time.\xf0\x9f\x9a\xa8\n\nThe Town Hall will be moderated by @CMercedesKHOU and will feature me, @CarolforTexas, @houmayor, and @DocWoc71.\n\nYou can watch live on @HTVHouston\xe2\x80\x99s Facebook page and Channel 16. https://t.co/qwMrfheKK7'",Coronavirus,10,2020.0,D
171228,10,"b'Houston lays to rest two icons this week. Today is Celebration of Life for Bob #McNair at NRG Stadium. Amazing man, humble, optimistic, visionary. Beautiful family. Heaven will welcome you, sir. #GratefulTexas \n\nhttps://t.co/DwdvEOF1vG'",McNair GratefulTexas,3,2018.0,R
151059,11,b'To those who answered the call and to those who are still sacrificing - we thank you. #MemorialDay https://t.co/d9EDBIzWbP',MemorialDay,5,2018.0,R
234768,16,"b'Protect your family w/ an affordable plan that covers essential health benefits like ER services, prescriptions, &amp; newborn care. #GetCovered https://t.co/0t8bCTeG7T'",GetCovered,26,2017.0,D
172173,3,"b""#FarmBill a window into deeply dysfunctional GOP caucus: last bill wasn't extreme enough, so they dropped #SNAP entirely. Doesn't bode well.""",FarmBill SNAP,8,2013.0,D
101389,13,b'I\xe2\x80\x99m also very proud of the important role Malmstrom and the Montana Air National Guard plays in keeping our nation safe and secure #mtpol',mtpol,3,2017.0,R
95530,388,"b'ICYMI: I want people to respect our national sovereignty, and work to make their own country a better place. There is a legal way to enter into the United States of America &amp; we should all promote that means, as others have done. https://t.co/1r9eCqS4YR #tcot #border'",tcot border,122,2018.0,R
422282,1,"b""Getting ready to defund obamacare Chance to save American dream for our children. Senate's turn now #SenateMustAct http://t.co/CGXpJEh3Ph""",SenateMustAct,2,2013.0,R
566034,3,b'A vote for #Trumpcare is a vote to reduce the number of people with health insurance in this country. It is cruel at its core.',Trumpcare,2,2017.0,D
539703,0,"b'#OnThisDay in 1930 Flashbulbs were patented by Johannes Ostermeier, commercially changing low light #photography http://t.co/GD9nPnNue2'",OnThisDay photography,1,2014.0,R
360968,5,"b'Happy #AgDay2014! As an almond farmer, I know how hard our Valley community works feeding families across the globe. http://t.co/hkeRZuEURS'",AgDay2014,6,2014.0,R
41854,30,b'It is a ban. #MLGTownHall https://t.co/bTxwJ75tDZ',MLGTownHall,7,2017.0,D
522089,17,"b""I'm cosponsoring legislation protecting #insurance for those with preexisting conditions - do you support it? #IA03 https://t.co/9HtkDmncgO""",insurance IA03,4,2017.0,R
283696,348,"b'As Trump continues to escalate tensions with Iran, it\xe2\x80\x99s more important than ever that Congress reassert its constitutional authority and #StopEndlessWar. https://t.co/KyiSR3floy'",StopEndlessWar,117,2019.0,D
342401,73,b'It is past time for Congress to stand up and speak out. Everyone deserves a safe and affordable place to live! #OurHomesOurVoices https://t.co/oeSAIAV1qf',OurHomesOurVoices,65,2017.0,D
536907,7,"b'Our fight continues, we will not stop until our #LGBT communities are safe #WeAreWithYou #PulseShooting https://t.co/wVs5ZdMw5r'",LGBT WeAreWithYou PulseShooting,2,2016.0,D
440150,8,b'Tune in! I\xe2\x80\x99m on @TheAnswerOmaha NOW! I\xe2\x80\x99m discussing the #TaxCutsandJobsAct and government funding. Listen here: https://t.co/RVGVcfPX99',TaxCutsandJobsAct,3,2017.0,R
263818,101,b'CBO study proves that #Obamacare is delivering what we all want: the freedom to move from a job you only keep bc it provides health care.',Obamacare,239,2014.0,D
281370,0,"b""RT @amyschumer: Let's go. We can #StopGunViolence  https://t.co/aZGiAuW2Vr""",StopGunViolence,1141,2016.0,D
174976,17,"b'The #GreenGovernment resolution follows the example that communities in my district have set, as well as the example of cities across America, including Washington, D.C., to address the climate crisis. \n\nWe need comprehensive and systemic change to curb this crisis. https://t.co/o5ttbHdQyi'",GreenGovernment,7,2019.0,D
479816,118,"b'If we prime our economy for re-ignition, we can shorten the time it will take for our state and our Colorado way of life to recover from #COVID19.\n \nRead my latest op-ed in the @chieftainnews on how we can pave the path back to prosperity. \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/1tXZAkU35f'",COVID19,28,2020.0,R
325602,133,b'I was honored to speak to a great group of leaders at @GNOinc\xe2\x80\x99s 2018 #YoungProfessional Policy Series this week. Our future is bright! https://t.co/k2dKjqWekS',YoungProfessional,47,2018.0,R
558267,15,"b'We passed the Dream and Promise Act to give patriotic young people, TPS &amp; DED holders the path to citizenship they deserve. #200DaysOfProgress. https://t.co/Y5ltAWPjIZ'",200DaysOfProgress,6,2019.0,D
370680,56,"b'.@realDonaldTrump says he wants to make America great again for all Americans, but #GOPTaxScam only helps special interests and his rich billionaire friends. Our families deserve better. #SOTU'",GOPTaxScam SOTU,15,2018.0,D
524850,35,"b'.@GovRonDeSantis is urging all Florida residents aged 65 and over to stay home for the next 14 days. For those not affected by this advisory, consider helping our neighbors who may need assistance gathering groceries or supplies during these next two weeks. #coronavirus'",coronavirus,12,2020.0,R
414025,129,"b""Thank you again for all the well wishes since being diagnosed with #COVID19. My symptoms have included fatigue, body aches, fever, loss of appetite, &amp; chills, but I'm feeling better. This illness is no joke.\n\nRemember to #WearAMask &amp; social distance. I hope to be back in CA soon. https://t.co/PUebtStOxL""",COVID19 WearAMask,11,,D
135308,7,b'This Saturday is National Prescription Drug #TakeBackDay. Find a collection site near you \xe2\xa4\xb5 https://t.co/x7bTuA2XbF',TakeBackDay,2,2019.0,R
34030,0,"b'Parents know what\xe2\x80\x99s best for their kids, not #UncleSam #SchoolChoiceWeek'",UncleSam SchoolChoiceWeek,0,2016.0,R
276221,1,"b'When it comes to protecting employee rights, no issue can be ignored &amp; no govt agency should go w/out scrutiny http://t.co/hioShi0nvH #NLRB'",NLRB,4,2014.0,R
297847,22,"b'Last night, the House passed the #HeroesAct. This legislation includes so much of what our communities are calling for. I voted to pass this much-needed bill because we have no time to waste \xe2\x80\x93 we must meet the tremendous needs of this moment, now.\n\nhttps://t.co/h4fSdwIIhn'",HeroesAct,9,2020.0,D
564451,5,"b""Heading over to The 'Bank for #Jaguars Military Appreciation Game. #SDvsJAX. #SaluteToService to all our men and women in uniform. Go Jags!""",Jaguars SDvsJAX SaluteToService,6,2015.0,R
212141,0,b'Sitting down w/ @wtaptelevision to give an update on Congress. Tune in this evening to hear! #wvpol http://t.co/HUCf8RyMLw',wvpol,1,2015.0,R
57197,607,"b""Trump sends 'Rocket Man' show of strength in flyby https://t.co/OH6XYKlBXA #tcot #NoKo #NorthKorea #RocketMan https://t.co/q626vYGDCP""",tcot NoKo NorthKorea RocketMan,169,2017.0,R
345675,14,"b'Mr. George, the #DC #officedog, made a special appearance for #takeyourdogtoworkday\nhttps://t.co/JSNYmnbXhh'",DC officedog takeyourdogtoworkday,7,2016.0,R
319129,15,"b'Taxpayer $$ should NEVER pay for abortions. #HR7, up for a vote today, will make the #HydeAmendment permanent. I will vote YES.'",HR7 HydeAmendment,3,2017.0,R
212321,7,b'Proud to join my colleagues in the House last night in unanimously supporting the #HireMoreHeroes Act: http://t.co/20IOlm1Wpf',HireMoreHeroes,7,2015.0,R
408859,21,"b'3M, DuPont and other industrial users knew that #PFAS chemicals were bio-accumulative and toxic, and yet they continued to use products that contained PFAS. https://t.co/PXRqpWBGiR'",PFAS,12,2019.0,D
487035,5,"b'The US distressingly lags globally in #Coronavirus testing, at just a fraction of what S. Korea, UK, Italy &amp; Israel have done.\n\nWe need free, fast, widely available testing to understand and contain #COVID19US. \n\nThis administrations keeps failing to lead. https://t.co/ojpZqsMpks'",Coronavirus COVID19US,7,2020.0,D
588604,879,"b'My little sis is a doc in Pittsburgh, tough as nails. She just reached out: \xe2\x80\x9cI have always handled crises in hospital, but this is hard.\xe2\x80\x9d\n\nWe don\xe2\x80\x99t ask for help in the Himes family. I know, not recommending that.\n\nDon\xe2\x80\x99t close today w/out supporting a bunch of people. #COVID2019'",COVID2019,137,2020.0,D
190608,63,"b'It didn\xe2\x80\x99t have to be this way. Pres Trump\xe2\x80\x99s inept handling of #COVID &amp; Congressional Republicans\xe2\x80\x99 refusal to extend #unemploymentinsurance to job seekers made things worse, deepening &amp; extending recession.\nhttps://t.co/t8oHMzfDRp'",COVID unemploymentinsurance,27,,D
326879,1,b'Looking forward to joining @GretchenCarlson today at 2:05 pm ET on her new @FOXNews show #TheRealStory',TheRealStory,4,2013.0,R
48408,0,"b""RT @RepCartwright: .@HouseGOP has sent us home for 2 wks w/out passing a #budget or acting on urgent health crises. Let's get to work! http\xe2\x80\xa6""",budget,230,2016.0,D
132039,3,b'The #1 up-and-coming city for recent college grads? @Forbes says #SiouxFalls! Congrats. http://t.co/oAUdsaEWSh',SiouxFalls,4,2015.0,R
165264,5,b'HR 2413 directs NOAA to dedicate more of its resources away from lower priorities to improving weather forecasting. #priorities',priorities,24,2013.0,R
128816,4,b'Enjoyed catching up with Greenview Place #seniors! https://t.co/aS7bET6D5U',seniors,2,2018.0,D
288787,4,b'5 years ago today pres. Obama used his pen to sign the failed stimulus bill.  For 5 years has refused to sign #KeystoneXL    #epicfail',KeystoneXL epicfail,14,2014.0,R
532836,105,"b""Young people like Tereza shouldn't have to live in fear in their own country. It's time to make the #DreamAct the law of the land.""",DreamAct,28,2017.0,D
466352,16,"b'Study shows 13.1M could become #climate refugees by end of century, adding stress to struggling inland cities https://t.co/qSoo6I35e2'",climate,16,2017.0,D
384043,10,b'I met with students from @ARMathSciArts to discuss their participation in the Stock Market Challenge. It\xe2\x80\x99s an exceptional opportunity to learn about investing and how to grow your savings for the long term. @EconomicsAR #ar4 https://t.co/tS1y29o4jg',ar4,5,2018.0,R
549131,9,"b'I\xe2\x80\x99ve long said that government shutdowns not only hurt workers but invariably cost American taxpayers more money. The #PSI report unveiled today also demonstrates the last 3 shutdowns cost a total of 56,938 years of lost productivity. https://t.co/XsMW8elKHt'",PSI,4,2019.0,R
80288,165,b'Who runs the world? GIRLS. \xf0\x9f\x91\xb8\xf0\x9f\x8f\xbc\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbe\xe2\x9a\xbd\xef\xb8\x8f \n\nCongratulations @USWNT! Your leadership and determination on and off the field is an inspiration to us all!  #FIFAWWC\xc2\xa0 #OneNationOneTeam https://t.co/X6opH7unEK',FIFAWWC OneNationOneTeam,24,2019.0,D
172125,63,"b""Our nation's 42,000 Coast Guard members and 50,000 Coast Guard retirees are not getting paid. How can the president think it\xe2\x80\x99s a good idea for national security to not pay those who protect us? #EndtheShutdown #TrumpShutdown https://t.co/qD1p3JEZO4""",EndtheShutdown TrumpShutdown,30,2019.0,D
44692,16966,"b'While Americans are hurting, @SenSchumer and @SpeakerPelosi are holding #coronavirus relief hostage in an effort to further their liberal agenda.\n\nA global health crisis is not the time to play politics. We must provide American workers with the relief they desperately need.'",coronavirus,6879,2020.0,R
121121,351,"b'The #TrumpShutdown is upending lives across the country. Today, I met with furloughed constituents to hear their #ShutdownStories.\n\nTheir message was clear\xe2\x80\x94they can\xe2\x80\x99t wait any longer. It\xe2\x80\x99s time for the president and @SenateGOP to do what\xe2\x80\x99s right and help us reopen the government. https://t.co/DNi8xqMqUZ'",TrumpShutdown ShutdownStories,162,2019.0,D
442320,33,b'During #SASC hearing today I pressed nominee to head #NNSA on maintaining key @LosAlamosNatLab mission https://t.co/aHx99X1eIX',SASC NNSA,17,2018.0,D
555456,109,"b""If Trump really loved #smallbiz, he wouldn't be refusing entry for immigrants/refugees who are 2x more likely to start a business.""",smallbiz,25,2017.0,D
294793,3,b'Sen. Collins is at the @WhiteHouse for a ceremony celebrating the 2013 World Series champions @RedSox!  #GoSox',GoSox,2,2014.0,R
548778,91,b'Proud to endorse the EPA Workers\xe2\x80\x99 Bill of Rights. I stand with the hardworking EPA employees exercising their right to collectively bargain and seek a fair contract. We depend on them to defend scientific integrity and protect our environment. #ProtectEPA https://t.co/wr9mIAjFP7 https://t.co/CR37xEUmKt',ProtectEPA,27,2020.0,D
288089,1,b'@worldpancreatic Of course.... #inittogether',inittogether,0,2016.0,R
531654,10,b'Hanging with some #Bridgeport born and bred @TeachForAmerica teachers. https://t.co/qlm2PM2lgw',Bridgeport,4,2016.0,D
268613,3,"b'While we\xe2\x80\x99re stuck indoors, let\xe2\x80\x99s hear from #TeamDelBene\xe2\x80\x99s own Morgan, one of my district office Outreach Coordinators, on how she stays productive while teleworking. #TeleworkTips https://t.co/HdiScFCBZz'",TeamDelBene TeleworkTips,2,2020.0,D
218971,0,b'@pcemc Great to meet w/ the LA Electric Coop HS essay winners from #LA02 in my office yesterday enjoy your time in DC http://t.co/Si8r4jJ37V',LA02,0,2014.0,D
296408,2,"b""On the anniversary of women's suffrage, women's economic security matters #WEmatter http://t.co/mViTUg1u3o""",WEmatter,2,2014.0,D
247583,22,b'Farmers and ranchers in Washington grow world-class products that deserve to be enjoyed around the globe. I\xe2\x80\x99m proud of our work together to promote Washington #agriculture and increase export programs for American products. #NationalAgDay https://t.co/GWeDpnyrC3',agriculture NationalAgDay,6,2019.0,D
476001,2,"b'Just finished my q&amp;a w/ SecDef Carter &amp; Gen. Dempsey about global threats, and #Afghanistan: http://t.co/7LFjEcrWNE'",Afghanistan,1,2015.0,R
107335,8,b'The House of Representatives is hard at work #ForThePeople. It\xe2\x80\x99s time for @SenateMajLdr to do his job and start calling votes. https://t.co/nnkqyi0GfG',ForThePeople,6,2019.0,D
579757,136,"b""Under the Affordable Care Act, insurance companies can't charge women more based on gender. Right here in #CA33, 47,000 women are at risk of coverage denials or premium increases if President Trump and the GOP have their way and further undermine America\xe2\x80\x99s health care system.""",CA33,87,2018.0,D
507630,40,"b""Too many Americans are skipping out on life-saving medication because they don't know if they can afford it.\n\nThis bipartisan bill takes a step toward changing that.\n \nLet's continue to work together to control costs and improve options for #Medicare and #Medicaid beneficiaries. https://t.co/ZnD241U9hU""",Medicare Medicaid,16,2019.0,D
